	Bayesian Skyline: 161104_lin7_UN_BSP.log			
1.353531138479453E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.375362285874283E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.397193433269113E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.419024580663943E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.440855728058773E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.462686875453603E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.484518022848433E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.506349170243263E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.528180317638093E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.550011465032923E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.571842612427753E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.593673759822583E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.615504907217413E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.637336054612243E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.659167202007073E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.680998349401903E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.702829496796733E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.724660644191563E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.746491791586393E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.768322938981223E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.790154086376053E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.811985233770883E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.833816381165713E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.8556475285605429E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.8774786759553729E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.8993098233502029E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.9211409707450329E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.9429721181398629E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.9648032655346929E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
1.9866344129295229E-4	6.058281313791552E-4	5.207682667236382E-4	0.0014804589638917477	2.3408905173369864E-4
2.0084655603243529E-4	6.058337124541064E-4	5.207682667236382E-4	0.0014805872009647986	2.3405860980351187E-4
2.0302967077191829E-4	6.058384307359847E-4	5.207682667236382E-4	0.0014805872009647986	2.3405860980351187E-4
2.0521278551140129E-4	6.058423959784459E-4	5.207682667236382E-4	0.0014805872009647986	2.3408905173369864E-4
2.0739590025088429E-4	6.058102665922066E-4	5.207649681630817E-4	0.0014804589638917477	2.3408905173369864E-4
2.0957901499036729E-4	6.058257644272445E-4	5.208543846968855E-4	0.0014788677554734933	2.3419020825478454E-4
2.1176212972985029E-4	6.060652112200966E-4	5.210049907609472E-4	0.0014805872009647986	2.342324557262969E-4
2.1394524446933329E-4	6.066177783463619E-4	5.21283901191699E-4	0.001481884129690213	2.3450478900178325E-4
2.1612835920881628E-4	NaN	NaN	NaN	NaN
