	ALYG01	AMXW02	AOMG02	ATNF01	AUXC01	AVQJ01	ERS003236	ERS003237	ERS003250	ERS019846	ERS019896	ERS019934	ERS019949	ERS023435	ERS023438	ERS023444	ERS023445	ERS023446	ERS023448	ERS023450	ERS023451	ERS023455	ERS023459	ERS023461	ERS023466	ERS023468	ERS023469	ERS023470	ERS023471	ERS023472	ERS023474	ERS023476	ERS023477	ERS023478	ERS023479	ERS023480	ERS023481	ERS050935	ERS053656	ERS053685	ERS066661	ERS066698	ERS078252	ERS094089	ERS094104	ERS094163	ERS094226	ERS094227	ERS094241	ERS094247	ERS096358	ERS1028677	ERS1028678	ERS1028679	ERS1028680	ERS1028681	ERS1028682	ERS1028683	ERS1028684	ERS1028685	ERS1028686	ERS1028687	ERS1028688	ERS1028689	ERS1028690	ERS1028691	ERS1028692	ERS1028693	ERS1028694	ERS1028695	ERS1028696	ERS1028698	ERS1028699	ERS1028700	ERS1028701	ERS1028702	ERS1028703	ERS1028704	ERS1028705	ERS1028706	ERS1028707	ERS1028708	ERS1028709	ERS1028710	ERS1028711	ERS1028712	ERS1028713	ERS1028714	ERS1028715	ERS107959	ERS108133	ERS141551	ERS141583	ERS141674	ERS141816	ERS142071	ERS142107	ERS142122	ERS142212	ERS142242	ERS142323	ERS142332	ERS142343	ERS142428	ERS142442	ERS142454	ERS142685	ERS142694	ERS153838	ERS153902	ERS153982	ERS154027	ERS158317	ERS158319	ERS158320	ERS163344	ERS181386	ERS181392	ERS181428	ERS181456	ERS181519	ERS181536	ERS181548	ERS217633	ERS217634	ERS217635	ERS217636	ERS217637	ERS217638	ERS217639	ERS217640	ERS217641	ERS217642	ERS217643	ERS217644	ERS217645	ERS217647	ERS217648	ERS217650	ERS217651	ERS217652	ERS217653	ERS217654	ERS217655	ERS217657	ERS217658	ERS217660	ERS217662	ERS217663	ERS217664	ERS217665	ERS217667	ERS217668	ERS217669	ERS217670	ERS217671	ERS217672	ERS217673	ERS217674	ERS217675	ERS217676	ERS217677	ERS217678	ERS217679	ERS218148	ERS218149	ERS218150	ERS218154	ERS218157	ERS218159	ERS218160	ERS218162	ERS218164	ERS218165	ERS218167	ERS218179	ERS218183	ERS218184	ERS218189	ERS218193	ERS218194	ERS218195	ERS218197	ERS218198	ERS218199	ERS218200	ERS218201	ERS218203	ERS218204	ERS218205	ERS218206	ERS218207	ERS218208	ERS218209	ERS218211	ERS218212	ERS218213	ERS218214	ERS218215	ERS218216	ERS218217	ERS218218	ERS218219	ERS218220	ERS218221	ERS218222	ERS218223	ERS218224	ERS218225	ERS218226	ERS218227	ERS218228	ERS218231	ERS218232	ERS218233	ERS218234	ERS218235	ERS218236	ERS218237	ERS218238	ERS218239	ERS218240	ERS218241	ERS218242	ERS218243	ERS218244	ERS218245	ERS218246	ERS218247	ERS218248	ERS218249	ERS218250	ERS218251	ERS218252	ERS218253	ERS218254	ERS218255	ERS218256	ERS218257	ERS218258	ERS218259	ERS218260	ERS218261	ERS218262	ERS218264	ERS218265	ERS218267	ERS218269	ERS218270	ERS218275	ERS218280	ERS218283	ERS218284	ERS218286	ERS218288	ERS218289	ERS218290	ERS218291	ERS218292	ERS218293	ERS218294	ERS218295	ERS218296	ERS218297	ERS218298	ERS218299	ERS218300	ERS218301	ERS218303	ERS218304	ERS218305	ERS218306	ERS218312	ERS218313	ERS218314	ERS218315	ERS218317	ERS218320	ERS218321	ERS218323	ERS247976	ERS247990	ERS247999	ERS248000	ERS248003	ERS248010	ERS248011	ERS248013	ERS248031	ERS456765	ERS456774	ERS456782	ERS456825	ERS456836	ERS456837	ERS456865	ERS456867	ERS456944	ERS456971	ERS456982	ERS456985	ERS456995	ERS457011	ERS457030	ERS457077	ERS457084	ERS457090	ERS457094	ERS457142	ERS457145	ERS457153	ERS457161	ERS457174	ERS457179	ERS457191	ERS457242	ERS457251	ERS457252	ERS457264	ERS457289	ERS457295	ERS457325	ERS457384	ERS457399	ERS457420	ERS457425	ERS457427	ERS457438	ERS457487	ERS457488	ERS457528	ERS457584	ERS457607	ERS457618	ERS457643	ERS457664	ERS457697	ERS457699	ERS457703	ERS457709	ERS457716	ERS457737	ERS457807	ERS457835	ERS457840	ERS457843	ERS457866	ERS457876	ERS457879	ERS457894	ERS457995	ERS458044	ERS458078	ERS458079	ERS458089	ERS458128	ERS458132	ERS458146	ERS458211	ERS458225	ERS458268	ERS458282	ERS458286	ERS458337	ERS458344	ERS458394	ERS458395	ERS458396	ERS458418	ERS458427	ERS458431	ERS458515	ERS458527	ERS458528	ERS458536	ERS458544	ERS458554	ERS458568	ERS458582	ERS458590	ERS458638	ERS458650	ERS458667	ERS458670	ERS458692	ERS458700	ERS458709	ERS611783	ERS611784	ERS611785	ERS611786	ERS611787	ERS611791	ERS611792	ERS611793	ERS611795	ERS611796	ERS611797	ERS611799	ERS611801	ERS611802	ERS611804	ERS611805	ERS611806	ERS611807	ERS611808	ERS611810	ERS611811	ERS611813	ERS611815	ERS611816	ERS611818	ERS611819	ERS611820	ERS611822	JDVY01	JHUF01	JMEK01	JMIM01	JMJH01	JNVI02	JQGH01	JWIA01	SRS415168	SRS415216	SRS419330	SRS419334	SRS454481	SRS454488	SRS485031	SRS485032	SRS485033	SRS485035	SRS485036	SRS485037	SRS485038	SRS485039	SRS485040	SRS485041	SRS485042	SRS485044	SRS485045	SRS485046	SRS485047	SRS485048	SRS485049	SRS485050	SRS485055	SRS485057	SRS485060	SRS485067	SRS485068	SRS485072	SRS485077	SRS485082	SRS485084	SRS490577	SRS490579	SRS490590	SRS490597	SRS490603	SRS490604	SRS490605	SRS490606	SRS490607	SRS490609	SRS490610	SRS490612	SRS494362	SRS494366	SRS494386	SRS494389	SRS515999	SRS526842	SRS526927	SRS526933	SRS526956	SRS555850	SRS555858	SRS555863	SRS555869	SRS555879	SRS555885	SRS555896	SRS555906	SRS555911	SRS555924	SRS555929	SRS555952	SRS557806	SRS557855	SRS557872	SRS559431	SRS559442	SRS559444	SRS559452	SRS559453	SRS559455	SRS559457	SRS559458	SRS559461	SRS559475	SRS559476	SRS559605	SRS559606	SRS559607	SRS559628	SRS559656	SRS559664	SRS559665	SRS559672	SRS559695	SRS559720	SRS559734	SRS559736	SRS559742	SRS559747	SRS559754	SRS559766	SRS559768	SRS559772	SRS559777	SRS559783	SRS559794	SRS559811	SRS559817	SRS559825	SRS559850	SRS559867	SRS559869	SRS559873	SRS559892	SRS559947	SRS559963	SRS559976	SRS559981	SRS560014	SRS560015	SRS560028	SRS560033	SRS560036	SRS560040	SRS560053	SRS560058	SRS560065	SRS561126	SRS703247	SRS703269
ALYG01	0	2836.971542	2836.971542	3312.322159	1642.619217	1598.819046	9167.08334	7722.779632	7178.994663	9240.311249	9240.311249	9240.311249	9240.311249	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	9240.311249	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	6269.976299	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	6269.976299	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	6269.976299	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	8768.778862	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	9240.311249	8768.778862	8768.778862	8768.778862	9240.311249	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	7178.994663	6649.303711	8768.778862	8768.778862	6269.976299	8768.778862	6269.976299	8768.778862	6269.976299	8768.778862	8768.778862	8768.778862	5467.78495	3463.040741	7691.31813	2362.233505	11016.94768	3099.155701	4358.475736	4434.154007	11851.4478	11851.4478	8768.778862	3077.236145	2528.688644	1353.927673	5057.096498	4998.070471	4242.141218	4998.070471	4838.629196	4998.070471	4998.070471	5096.247892	10600.24774	4242.141218	2758.876816	2758.876816	4443.800011	4242.141218	4242.141218	4998.070471	11016.94768	7722.779632	4242.141218	6536.466644	11016.94768	6484.808202	4443.800011	4443.800011	10493.08587	6206.568855	7722.779632	6288.577793	7045.06887	4642.201439	7722.779632	11016.94768	10493.08587	11016.94768	11016.94768	10493.08587	11016.94768	11016.94768	10493.08587	6649.303711	6269.976299	8772.772552	3025.638729	4170.987457	6649.303711	5070.22575	11016.94768	9240.311249	9240.311249	9240.311249	8768.778862	9240.311249	9240.311249	9240.311249	2935.884567	3470.783798	6510.342952	8768.778862	8768.778862	8768.778862	9087.483391	8998.110054	11016.94768	8920.5612	3077.236145	2819.882523	7359.119221	2926.616604	11016.94768	2836.971542	11016.94768	11016.94768	1761.742706	3130.11203	6510.342952	1353.927673	3286.108871	3686.994034	11016.94768	3772.02919	3286.108871	3449.838669	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	10493.08587	6510.342952	3686.994034	4434.154007	3077.236145	3686.994034	3655.969528	3312.322159	4170.987457	8768.778862	6649.303711	5067.02504	7722.779632	0	860.4262543	860.4262543	2998.93895	3686.994034	2774.145241	2774.145241	6510.342952	3686.994034	2864.452755	3077.236145	2884.311607	6510.342952	3347.999832	4872.709389	6649.303711	2836.971542	7722.779632	4451.337526	11851.4478	11851.4478	11851.4478	6387.200481	2813.659874	5067.02504	5067.02504	7722.779632	5537.250648	7773.786652	10600.24774	10600.24774	10600.24774	10250.50883	10600.24774	10250.50883	10600.24774	10600.24774	10600.24774	8623.198112	4151.321167	5752.016785	3745.235439	4434.154007	12408.86945	4008.865387	3772.02919	3651.167564	4888.045922	4170.987457	8831.816635	11257.59354	3561.231873	8983.225182	11257.59354	11257.59354	2926.616604	7178.994663	4170.987457	3651.167564	3745.235439	8965.994555	3237.304539	7178.994663	3463.040741	4580.068691	3592.657604	7178.994663	11257.59354	3734.516998	7962.892471	11016.94768	3772.02919	5121.869657	9259.101606	5752.016785	3237.304539	9022.530899	3237.304539	3536.595715	3077.236145	4580.068691	3665.583172	3592.657604	11257.59354	3561.231873	5019.430466	3463.040741	9778.556874	3536.595715	7178.994663	8968.828182	8838.622368	3449.838669	7178.994663	7178.994663	7730.577342	3463.040741	5572.97102	5752.016785	4151.321167	7178.994663	4580.068691	5752.016785	3772.02919	3395.787224	8698.424522	3536.595715	8929.879704	3463.040741	11257.59354	3686.994034	3745.235439	3463.040741	6867.903953	3507.840481	3561.231873	3686.994034	3447.03854	9084.426128	9201.615496	4008.865387	5070.22575	9240.311249	3447.03854	4773.514112	11257.59354	3592.657604	11257.59354	4368.594843	5752.016785	3237.304539	3312.322159	4434.154007	4903.390468	11257.59354	11257.59354	2385.490829	2819.882523	2819.882523	2207.669083	2385.490829	3225.895645	2597.216499	3225.895645	2935.884567	2320.182037	2362.233505	2597.216499	2819.882523	2385.490829	2819.882523	2618.640709	2320.182037	2385.490829	2207.669083	3376.254288	2207.669083	2362.233505	2385.490829	2362.233505	2362.233505	2935.884567	3225.895645	2385.490829	1030.402863	5572.97102	2137.895638	1030.402863	1030.402863	1030.402863	1030.402863	3312.322159	11726.83228	11726.83228	11726.83228	11726.83228	11257.59354	11257.59354	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	11016.94768	12408.86945	12408.86945	11257.59354	7596.915969	7596.915969	7596.915969	7596.915969	7596.915969	7596.915969	7596.915969	7596.915969	7596.915969	11257.59354	11726.83228	11726.83228	11726.83228	7596.915969	11016.94768	11016.94768	11016.94768	11016.94768	7576.106213	7937.917309	7462.587658	7171.601818	6993.147472	7462.587658	7171.601818	7462.587658	7462.587658	7312.808666	7462.587658	7312.808666	1030.402863	1030.402863	1030.402863	3709.716949	3862.887589	4623.651749	5070.22575	3772.02919	5321.777477	4623.651749	3709.716949	4244.78817	4489.648994	4454.861183	1030.402863	1030.402863	4223.425552	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	4244.78817	1030.402863	1030.402863	1030.402863	4244.78817	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	1030.402863	4160.053909	3499.003098	3456.578049	4782.11071	3945.901337	3772.02919	4657.347755	4456.407639	1030.402863	4131.703384	4558.178711	3817.72847	1030.402863	4623.651749	3456.578049	6710.526546	7312.808666	10315.77184	10493.08587
AMXW02	2836.971542	0	0	1935.642914	4317.560989	4273.760818	11842.02511	6346.100387	9853.936436	11915.25302	11915.25302	11915.25302	11915.25302	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	11915.25302	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11443.72063	11443.72063	11443.72063	11915.25302	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	5272.624466	11443.72063	11443.72063	8944.918072	11443.72063	8944.918072	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	5431.759797	2086.361496	6314.638885	5037.175278	13691.88945	1722.476456	6743.962947	3057.474762	14526.38958	14526.38958	11443.72063	1700.5569	308.2828979	3176.091187	5179.043279	5120.017251	5531.371303	5120.017251	4960.575976	5120.017251	5120.017251	5218.194673	13275.18951	5531.371303	5044.408234	5044.408234	5329.71251	5531.371303	5531.371303	5120.017251	13691.88945	6346.100387	5531.371303	5520.398704	13691.88945	5108.128957	5329.71251	5329.71251	13168.02764	4979.445682	6346.100387	5061.454619	5668.389625	3265.522194	6346.100387	13691.88945	13168.02764	13691.88945	13691.88945	13168.02764	13691.88945	13691.88945	13168.02764	5272.624466	8944.918072	11447.71432	1648.959484	2794.308212	5272.624466	7745.167522	13691.88945	11915.25302	11915.25302	11915.25302	11443.72063	11915.25302	11915.25302	11915.25302	5610.82634	5756.315216	5133.663707	11443.72063	11443.72063	11443.72063	11762.42516	11673.05183	13691.88945	11595.50297	1700.5569	5494.824295	10034.06099	1549.937359	13691.88945	0	13691.88945	13691.88945	3583.906219	5805.053802	5133.663707	3176.091187	5961.050644	2310.314789	13691.88945	6446.970963	5961.050644	6124.780441	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13168.02764	5133.663707	2310.314789	3057.474762	1700.5569	2310.314789	1435.563782	1935.642914	2794.308212	11443.72063	5272.624466	2966.057678	6346.100387	2836.971542	3535.368027	3535.368027	5673.880722	2310.314789	1397.465996	1397.465996	5133.663707	2310.314789	1487.77351	1700.5569	1507.632362	5133.663707	511.0282898	6169.390046	5272.624466	0	6346.100387	6332.299259	14526.38958	14526.38958	14526.38958	5160.077308	1436.980629	2966.057678	2966.057678	6346.100387	5501.225495	10448.72842	13275.18951	13275.18951	13275.18951	12925.45061	13275.18951	12925.45061	13275.18951	13275.18951	13275.18951	11298.13988	6826.262939	8426.958557	6420.177212	3057.474762	15083.81122	6683.807159	6446.970963	6326.109337	6769.007656	2794.308212	6899.725647	13932.53531	6236.173645	11658.16695	13932.53531	13932.53531	1549.937359	9853.936436	2794.308212	6326.109337	6420.177212	11640.93633	5912.246311	9853.936436	2086.361496	7255.010464	6267.599377	9853.936436	13932.53531	6409.458771	10637.83424	13691.88945	6446.970963	5243.816437	11934.04338	8426.958557	5912.246311	11697.47267	5912.246311	6211.537487	1700.5569	7255.010464	6340.524944	6267.599377	13932.53531	6236.173645	3918.994293	2086.361496	12453.49865	6211.537487	9853.936436	11643.76995	11513.56414	6124.780441	9853.936436	9853.936436	6353.898097	2086.361496	8247.912792	8426.958557	6826.262939	9853.936436	7255.010464	8426.958557	6446.970963	2019.107979	11373.36629	6211.537487	11604.82148	2086.361496	13932.53531	2310.314789	6420.177212	2086.361496	5491.224708	6182.782253	6236.173645	2310.314789	6121.980312	11759.3679	11876.55727	6683.807159	7745.167522	11915.25302	6121.980312	4257.488013	13932.53531	6267.599377	13932.53531	5404.917678	8426.958557	5912.246311	1935.642914	3057.474762	3526.711223	13932.53531	13932.53531	5060.432602	5494.824295	5494.824295	4882.610855	5060.432602	5900.837418	5272.158272	5900.837418	5610.82634	4995.12381	5037.175278	5272.158272	5494.824295	5060.432602	5494.824295	5293.582481	4995.12381	5060.432602	4882.610855	6051.19606	4882.610855	5037.175278	5060.432602	5037.175278	5037.175278	5610.82634	5900.837418	5060.432602	2852.566376	8247.912792	4812.83741	2852.566376	2852.566376	2852.566376	2852.566376	1935.642914	14401.77405	14401.77405	14401.77405	14401.77405	13932.53531	13932.53531	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	15083.81122	15083.81122	13932.53531	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	13932.53531	14401.77405	14401.77405	14401.77405	6220.236724	13691.88945	13691.88945	13691.88945	13691.88945	10251.04799	10612.85908	10137.52943	9846.543591	9668.089245	10137.52943	9846.543591	10137.52943	10137.52943	9987.750439	10137.52943	9987.750439	2852.566376	2852.566376	2852.566376	6384.658722	6537.829361	7298.593521	7745.167522	6446.970963	7996.71925	7298.593521	6384.658722	6919.729942	7164.590767	7129.802956	2852.566376	2852.566376	6898.367325	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	6919.729942	2852.566376	2852.566376	2852.566376	6919.729942	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	6834.995682	6173.94487	6131.519821	7457.052483	6620.843109	6446.970963	7332.289528	7131.349411	2852.566376	6806.645157	7233.120483	6492.670242	2852.566376	7298.593521	6131.519821	9385.468319	9987.750439	12990.71361	13168.02764
AOMG02	2836.971542	0	0	1935.642914	4317.560989	4273.760818	11842.02511	6346.100387	9853.936436	11915.25302	11915.25302	11915.25302	11915.25302	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	11915.25302	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11443.72063	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11915.25302	11443.72063	11443.72063	11443.72063	11915.25302	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	9853.936436	5272.624466	11443.72063	11443.72063	8944.918072	11443.72063	8944.918072	11443.72063	8944.918072	11443.72063	11443.72063	11443.72063	5431.759797	2086.361496	6314.638885	5037.175278	13691.88945	1722.476456	6743.962947	3057.474762	14526.38958	14526.38958	11443.72063	1700.5569	308.2828979	3176.091187	5179.043279	5120.017251	5531.371303	5120.017251	4960.575976	5120.017251	5120.017251	5218.194673	13275.18951	5531.371303	5044.408234	5044.408234	5329.71251	5531.371303	5531.371303	5120.017251	13691.88945	6346.100387	5531.371303	5520.398704	13691.88945	5108.128957	5329.71251	5329.71251	13168.02764	4979.445682	6346.100387	5061.454619	5668.389625	3265.522194	6346.100387	13691.88945	13168.02764	13691.88945	13691.88945	13168.02764	13691.88945	13691.88945	13168.02764	5272.624466	8944.918072	11447.71432	1648.959484	2794.308212	5272.624466	7745.167522	13691.88945	11915.25302	11915.25302	11915.25302	11443.72063	11915.25302	11915.25302	11915.25302	5610.82634	5756.315216	5133.663707	11443.72063	11443.72063	11443.72063	11762.42516	11673.05183	13691.88945	11595.50297	1700.5569	5494.824295	10034.06099	1549.937359	13691.88945	0	13691.88945	13691.88945	3583.906219	5805.053802	5133.663707	3176.091187	5961.050644	2310.314789	13691.88945	6446.970963	5961.050644	6124.780441	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13168.02764	5133.663707	2310.314789	3057.474762	1700.5569	2310.314789	1435.563782	1935.642914	2794.308212	11443.72063	5272.624466	2966.057678	6346.100387	2836.971542	3535.368027	3535.368027	5673.880722	2310.314789	1397.465996	1397.465996	5133.663707	2310.314789	1487.77351	1700.5569	1507.632362	5133.663707	511.0282898	6169.390046	5272.624466	0	6346.100387	6332.299259	14526.38958	14526.38958	14526.38958	5160.077308	1436.980629	2966.057678	2966.057678	6346.100387	5501.225495	10448.72842	13275.18951	13275.18951	13275.18951	12925.45061	13275.18951	12925.45061	13275.18951	13275.18951	13275.18951	11298.13988	6826.262939	8426.958557	6420.177212	3057.474762	15083.81122	6683.807159	6446.970963	6326.109337	6769.007656	2794.308212	6899.725647	13932.53531	6236.173645	11658.16695	13932.53531	13932.53531	1549.937359	9853.936436	2794.308212	6326.109337	6420.177212	11640.93633	5912.246311	9853.936436	2086.361496	7255.010464	6267.599377	9853.936436	13932.53531	6409.458771	10637.83424	13691.88945	6446.970963	5243.816437	11934.04338	8426.958557	5912.246311	11697.47267	5912.246311	6211.537487	1700.5569	7255.010464	6340.524944	6267.599377	13932.53531	6236.173645	3918.994293	2086.361496	12453.49865	6211.537487	9853.936436	11643.76995	11513.56414	6124.780441	9853.936436	9853.936436	6353.898097	2086.361496	8247.912792	8426.958557	6826.262939	9853.936436	7255.010464	8426.958557	6446.970963	2019.107979	11373.36629	6211.537487	11604.82148	2086.361496	13932.53531	2310.314789	6420.177212	2086.361496	5491.224708	6182.782253	6236.173645	2310.314789	6121.980312	11759.3679	11876.55727	6683.807159	7745.167522	11915.25302	6121.980312	4257.488013	13932.53531	6267.599377	13932.53531	5404.917678	8426.958557	5912.246311	1935.642914	3057.474762	3526.711223	13932.53531	13932.53531	5060.432602	5494.824295	5494.824295	4882.610855	5060.432602	5900.837418	5272.158272	5900.837418	5610.82634	4995.12381	5037.175278	5272.158272	5494.824295	5060.432602	5494.824295	5293.582481	4995.12381	5060.432602	4882.610855	6051.19606	4882.610855	5037.175278	5060.432602	5037.175278	5037.175278	5610.82634	5900.837418	5060.432602	2852.566376	8247.912792	4812.83741	2852.566376	2852.566376	2852.566376	2852.566376	1935.642914	14401.77405	14401.77405	14401.77405	14401.77405	13932.53531	13932.53531	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	13691.88945	15083.81122	15083.81122	13932.53531	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	6220.236724	13932.53531	14401.77405	14401.77405	14401.77405	6220.236724	13691.88945	13691.88945	13691.88945	13691.88945	10251.04799	10612.85908	10137.52943	9846.543591	9668.089245	10137.52943	9846.543591	10137.52943	10137.52943	9987.750439	10137.52943	9987.750439	2852.566376	2852.566376	2852.566376	6384.658722	6537.829361	7298.593521	7745.167522	6446.970963	7996.71925	7298.593521	6384.658722	6919.729942	7164.590767	7129.802956	2852.566376	2852.566376	6898.367325	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	6919.729942	2852.566376	2852.566376	2852.566376	6919.729942	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	2852.566376	6834.995682	6173.94487	6131.519821	7457.052483	6620.843109	6446.970963	7332.289528	7131.349411	2852.566376	6806.645157	7233.120483	6492.670242	2852.566376	7298.593521	6131.519821	9385.468319	9987.750439	12990.71361	13168.02764
