	Bayesian Skyline: 161031_lin4_UN_BSP.log			
Time	Mean	Median	Upper	Lower
0.0	0.005917909752541173	0.005632964562964619	0.012500538046872615	0.0011501637805533098
1.434931597603657E-6	0.007559321760528403	0.007535423361589134	0.013117194042362569	0.0028483830973033888
2.869863195207314E-6	0.008156367048766482	0.008002455153539006	0.01368522515788867	0.0036235784323866847
4.304794792810971E-6	0.008652495212635607	0.008332815263028799	0.014466542215594631	0.004388037327131953
5.739726390414628E-6	0.009065406054742828	0.008625885099153878	0.015273257233511051	0.0052104694254583245
7.1746579880182855E-6	0.009259618291795349	0.008746990063297546	0.01587004176367169	0.0055427336605023995
8.609589585621942E-6	0.009348780479507152	0.008817989403558888	0.01602821244366368	0.005669040039963311
1.00445211832256E-5	0.009364567168777581	0.008825818041129807	0.016068660201515247	0.005688284871887577
1.1479452780829256E-5	0.009361141168740676	0.008827669100244892	0.015958466272679515	0.005690599610541367
1.2914384378432914E-5	0.009328168167853564	0.008806169848568442	0.015916078355845267	0.0056468085333673725
1.4349315976036571E-5	0.009231780255999907	0.008748526005967063	0.015571205536782373	0.005555849791397476
1.5784247573640228E-5	0.00910710943772764	0.008679588675337215	0.015141697139111256	0.005366061079947592
1.7219179171243884E-5	0.009001441560796	0.00860045988603459	0.015031300149389384	0.005129376367314945
1.865411076884754E-5	0.008886561146706091	0.008511152994142474	0.015005106199003854	0.004679645566221753
2.0089042366451195E-5	0.008754280260341698	0.00841215261712683	0.01501868746050436	0.0042026923533506535
2.152397396405485E-5	0.0085436124386756	0.008276786438719742	0.015005106199003854	0.0032975832359127314
2.2958905561658506E-5	0.008042252502487593	0.007963532573146944	0.01465042684074864	0.0023943066241581467
2.4393837159262162E-5	0.00659049409256611	0.006766863690592264	0.013736261437586593	0.0017322241756205605
2.5828768756865817E-5	0.004088919639441446	0.0026723968224824594	0.011383815469641116	0.0012796266241662155
2.7263700354469473E-5	0.0025864731145303988	0.0022302700309293475	0.0076375593402072985	0.0010867415169879917
2.869863195207313E-5	0.0022608802730797435	0.002167487713362669	0.004012403884431042	0.001084460930295133
3.0133563549676784E-5	0.00225008886704889	0.002184843089686588	0.0036853980554197464	0.001189828242026063
3.156849514728044E-5	0.00230914505078026	0.002226958812826047	0.003841350298510563	0.0013096599593951923
3.30034267448841E-5	0.0024401252370186673	0.002303993555161124	0.004386607851224508	0.0014442895347337862
3.443835834248776E-5	0.002576161112246883	0.002374961777278266	0.005022035202731733	0.001512820579623593
3.587328994009142E-5	0.0026389261262368268	0.0024050585313552864	0.005284182570544259	0.0015380289462349943
3.730822153769508E-5	0.002669897155992986	0.002417136461104402	0.0054963291307115	0.0015312379199360153
3.874315313529874E-5	0.002651826155974276	0.002404036554180519	0.005507384693200461	0.0014292204916471572
4.01780847329024E-5	0.0024947766134620236	0.002329118254179421	0.005350897740813554	8.205465373869225E-4
4.1613016330506056E-5	0.001915464326811718	0.0019234649665234365	0.004402499404730291	4.936319216217757E-4
4.3047947928109715E-5	0.0011518775095426292	8.530056250627121E-4	0.0031151620514797127	3.299310571632427E-4
