	Bayesian Skyline: lin1_snps_50per_recoded_noEgypt.log			
9.712201117460189E-5	8.52233388876117E-4	7.684692121604944E-4	0.0018385472775870142	3.359765192881609E-4
9.91453864074061E-5	8.385207488796222E-4	7.568680983480741E-4	0.001801173464708292	3.284036003023354E-4
1.0116876164021031E-4	8.246902136085237E-4	7.412284247801931E-4	0.001797288924935921	3.115542481495733E-4
1.0319213687301452E-4	7.860730310883783E-4	7.026182677118333E-4	0.001756787096902753	2.57758866415649E-4
1.0521551210581873E-4	6.89542950062785E-4	6.063278614119826E-4	0.0016672992064803327	1.8429558229133785E-4
1.0723888733862294E-4	5.295925941765725E-4	4.376372480566901E-4	0.0014225342611821718	1.2775445397762974E-4
1.0926226257142715E-4	3.824187138738398E-4	2.956915240186153E-4	0.0011041396981410568	9.876730356492278E-5
1.1128563780423136E-4	3.0295955955597295E-4	2.4704492847045864E-4	8.459516926972697E-4	9.025659881697882E-5
1.1330901303703557E-4	2.6353607267144946E-4	2.3331359479389927E-4	6.300825344943302E-4	8.696540787490053E-5
1.1533238826983978E-4	2.612584705877574E-4	2.4000395949646543E-4	5.543055550636732E-4	9.002821485851244E-5
1.1735576350264399E-4	2.871935725442642E-4	2.619069490053217E-4	6.1770037706776E-4	1.0456550155165497E-4
1.193791387354482E-4	3.144651449304211E-4	2.8444740894586026E-4	6.72737464557088E-4	1.3438947959977995E-4
1.2140251396825241E-4	3.2821423304065276E-4	2.9561484348687305E-4	7.058073456500446E-4	1.500686193092071E-4
1.2342588920105662E-4	3.327622804704011E-4	2.99638676945929E-4	7.21327140663844E-4	1.5446417784018094E-4
1.2544926443386082E-4	3.3446253310772284E-4	3.013202534453171E-4	7.225381804488262E-4	1.556648444420641E-4
1.2747263966666502E-4	3.3632202169525834E-4	3.026152240866467E-4	7.277766502697948E-4	1.5750454422680966E-4
1.294960148994692E-4	3.4023959188520707E-4	3.053705654379195E-4	7.357438464156168E-4	1.602322627919248E-4
1.315193901322734E-4	3.449608990072325E-4	3.086390858183406E-4	7.459920804222612E-4	1.6221318295841505E-4
1.335427653650776E-4	3.508131513800863E-4	3.1205926969049704E-4	7.65247538552249E-4	1.6389396829833057E-4
1.355661405978818E-4	3.5414652152790545E-4	3.1415767899164424E-4	7.686456101214188E-4	1.646539755838787E-4
1.37589515830686E-4	3.5686622412567565E-4	3.159727204958284E-4	7.817971536028948E-4	1.6502220350913158E-4
1.396128910634902E-4	3.5852601495160334E-4	3.167502443723267E-4	7.944398342168558E-4	1.6502731318546293E-4
1.416362662962944E-4	3.5889230707660934E-4	3.169774536412219E-4	7.953721019189441E-4	1.651289842729281E-4
1.436596415290986E-4	3.589605373076051E-4	3.1698809612341395E-4	7.953721019189441E-4	1.6502731318546293E-4
1.456830167619028E-4	3.5902649426332973E-4	3.1698809612341395E-4	7.976628577604254E-4	1.6502731318546293E-4
1.4770639199470698E-4	3.5902649426332973E-4	3.1698809612341395E-4	7.976628577604254E-4	1.6502731318546293E-4
1.4972976722751118E-4	3.5902649426332973E-4	3.1698809612341395E-4	7.976628577604254E-4	1.6502731318546293E-4
1.5175314246031538E-4	3.5902649426332973E-4	3.1698809612341395E-4	7.976628577604254E-4	1.6502731318546293E-4
1.5377651769311957E-4	3.589326393978408E-4	3.169774536412219E-4	7.976628577604254E-4	1.6499037807386418E-4
1.5579989292592377E-4	3.57919393023211E-4	3.1623389253035493E-4	7.976628577604254E-4	1.6202139615187165E-4
1.5782326815872797E-4	3.528831929832652E-4	3.131090028503608E-4	7.943026871924498E-4	1.342239112462531E-4
1.5984664339153216E-4	3.324177017457122E-4	3.015435806501773E-4	7.754241609523252E-4	5.567353239216733E-5
1.6187001862433636E-4	2.830773979126417E-4	2.620103115034367E-4	7.495919348307528E-4	3.948464239626095E-5
1.6389339385714056E-4	2.1076364123164785E-4	1.687317911083991E-4	6.608952960851652E-4	3.242512720703532E-5
1.6591676908994475E-4	1.4403363977842095E-4	8.266079591284974E-5	5.15601695310067E-4	2.958721626102688E-5
1.6794014432274895E-4	1.0707210450767974E-4	7.069239556748298E-5	3.7478172703216226E-4	2.8629367660193827E-5
1.6996351955555315E-4	9.513582905513203E-5	6.788883201817767E-5	3.140075739239111E-4	2.8573931609722843E-5
1.7198689478835734E-4	9.15377926339759E-5	6.701004429501125E-5	2.931046784728819E-4	2.874215207561424E-5
1.7401027002116154E-4	8.969468796701597E-5	6.6525302311084E-5	2.830212764715643E-4	2.8727903807798965E-5
1.7603364525396574E-4	8.859556000589062E-5	6.625405760476997E-5	2.786916661102708E-4	2.8625530138508448E-5
1.7805702048676993E-4	8.775240000735415E-5	6.598106593410608E-5	2.735703782274345E-4	2.8201628523024147E-5
1.8008039571957413E-4	8.70572024989395E-5	6.566083444737026E-5	2.720560155205724E-4	2.7921128295411962E-5
1.8210377095237833E-4	8.626077372065756E-5	6.535375516061614E-5	2.702638630044086E-4	2.7369060135205712E-5
1.8412714618518252E-4	8.3770791360706E-5	6.40818351684343E-5	2.6754112878573787E-4	2.539633413117921E-5
1.8615052141798672E-4	7.941043827325666E-5	6.137120946471634E-5	2.556544549522882E-4	1.9864725421864968E-5
1.8817389665079092E-4	7.243735492571146E-5	5.777215255218298E-5	2.3879587268664813E-4	1.4715219577962813E-5
1.9019727188359511E-4	6.631997971683029E-5	5.41565651289232E-5	2.1585737464599927E-4	1.2981783739137326E-5
1.922206471163993E-4	6.227528912794332E-5	5.1929859615287233E-5	1.889959922454311E-4	1.1871249615542041E-5
1.942440223492035E-4	6.065764447112644E-5	5.0998026200727496E-5	1.8149165508071443E-4	1.1581100576962841E-5
1.962673975820077E-4	6.0118598838403564E-5	5.058331983613534E-5	1.795711690417293E-4	1.138919296942948E-5
1.982907728148119E-4	5.9802393551554004E-5	5.0322366339598045E-5	1.790182170409162E-4	1.0995204895399245E-5
2.003141480476161E-4	5.952929111671293E-5	5.0167986856868734E-5	1.7924126388756562E-4	1.0543824347799957E-5
