FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
Eastern_Asia	Central_Asia	0.7200448330171453	0.11311313608924185
Eastern_Asia	Western_Asia	1.0499836361656076	0.1568159386691762
Eastern_Asia	Southern_Asia	0.34631225582924446	0.05779603828585856
Eastern_Asia	South_Eastern_Asia	0.72070389395123	0.1132049486997039
Eastern_Asia	Southern_Europe	0.6724614758131099	0.10643376867812794
Eastern_Asia	Western_Europe	1.0254674472306429	0.15371726306608213
Eastern_Asia	Eastern_Europe	0.6556278274617212	0.10404664080611473
Eastern_Asia	Northern_Africa	1.0063431637603342	0.15128422888883788
Eastern_Asia	Eastern_Africa	0.5221092291055325	0.0846512268460073
Eastern_Asia	Western_Africa	1.1130910706259747	0.16468887001629673
Eastern_Asia	Southern_Africa	0.6066142518590398	0.09702297610576813
Eastern_Asia	Micronesia	1.1121625942357916	0.16457410425321917
Eastern_Asia	Melanesia	1.0789065026893145	0.16044253678242706
Central_Asia	Western_Asia	0.7109965629018837	0.11185071269538871
Central_Asia	Southern_Asia	20.89631345286373	0.7872931347120528
Central_Asia	South_Eastern_Asia	0.9826807617749416	0.14825441274359033
Central_Asia	Southern_Europe	0.44875435874884684	0.07363371359056166
Central_Asia	Western_Europe	0.6799358505233953	0.10748961369844148
Central_Asia	Eastern_Europe	0.28963280528023505	0.04879840246057796
Central_Asia	Northern_Africa	0.6675963925688447	0.1057451740996626
Central_Asia	Eastern_Africa	1.0131864178308752	0.15215644868822734
Central_Asia	Western_Africa	0.6302245953974628	0.10042004269286386
Central_Asia	Southern_Africa	0.3005377309534083	0.05054284205935685
Central_Asia	Micronesia	0.634390785423154	0.10101682466086717
Central_Asia	Melanesia	0.7440233022741206	0.11644134321849106
Western_Asia	Southern_Asia	0.31480307219819986	0.052815204168292516
Western_Asia	South_Eastern_Asia	0.7175745693456923	0.11276883880000918
Western_Asia	Southern_Europe	0.6661383282815967	0.10553859572612298
Western_Asia	Western_Europe	1.1309674233736895	0.16689237266738585
Western_Asia	Eastern_Europe	0.6700279972767565	0.10608947138889527
Western_Asia	Northern_Africa	1.0488902020837527	0.15667821975348314
Western_Asia	Eastern_Africa	0.46313368918467124	0.07581426308903529
Western_Asia	Western_Africa	1.0801936770198404	0.16060320885073565
Western_Asia	Southern_Africa	0.6967362519803816	0.10985378841783919
Western_Asia	Micronesia	1.0669776554555521	0.1589505818624188
Western_Asia	Melanesia	1.0332567995722952	0.15470424862854912
Southern_Asia	South_Eastern_Asia	14.952654051064243	0.7259164046181743
Southern_Asia	Southern_Europe	1.8847098015567152	0.25028117611954004
Southern_Asia	Western_Europe	0.2897760314571017	0.04882135561319347
Southern_Asia	Eastern_Europe	0.15552562178439885	0.026809282254917712
Southern_Asia	Northern_Africa	0.2826231801730216	0.047673697982417884
Southern_Asia	Eastern_Africa	245958.82199525257	1.0
Southern_Asia	Western_Africa	0.2615514210744015	0.04427663139532215
Southern_Asia	Southern_Africa	0.11652125821927348	0.020221727454265842
Southern_Asia	Micronesia	0.3064373076036857	0.05148392131659284
Southern_Asia	Melanesia	0.2906355337009878	0.048959074528886544
South_Eastern_Asia	Southern_Europe	0.5123808865295417	0.08320517823123005
South_Eastern_Asia	Western_Europe	0.6875909990489254	0.10856841187137053
South_Eastern_Asia	Eastern_Europe	0.31653685695689593	0.05309064199967865
South_Eastern_Asia	Northern_Africa	0.663386043590425	0.10514839213165929
South_Eastern_Asia	Eastern_Africa	1.1510038745178701	0.16934835999724562
South_Eastern_Asia	Western_Africa	0.6781468916865127	0.10723712901967085
South_Eastern_Asia	Southern_Africa	0.3343664796012912	0.0559138797713866
South_Eastern_Asia	Micronesia	0.7314327933749153	0.11469690361971217
South_Eastern_Asia	Melanesia	0.6679204983420693	0.10579108040489361
Southern_Europe	Western_Europe	0.6369573451164344	0.10138407510271535
Southern_Europe	Eastern_Europe	0.39902971312262236	0.06601326692221177
Southern_Europe	Northern_Africa	0.663386043590425	0.10514839213165929
Southern_Europe	Eastern_Africa	36.72548002813217	0.8667569490669543
Southern_Europe	Western_Africa	0.6643571640636414	0.10528611104735236
Southern_Europe	Southern_Africa	0.2692223862244095	0.04551610163655978
Southern_Europe	Micronesia	0.7098468097769303	0.11169004062708013
Southern_Europe	Melanesia	0.649177207825611	0.10312851470149426
Western_Europe	Eastern_Europe	0.6490161115448202	0.10310556154887873
Western_Europe	Northern_Africa	1.0967870659370094	0.1626689925861317
Western_Europe	Eastern_Africa	0.5547602041885291	0.08947138889526476
Western_Europe	Western_Africa	1.0339823153383811	0.15479606123901118
Western_Europe	Southern_Africa	0.7668453844883054	0.11958592512681616
Western_Europe	Micronesia	0.9517454233731001	0.14426056418849129
Western_Europe	Melanesia	0.9993344342726808	0.1503890559368329
Eastern_Europe	Northern_Africa	0.7718646962125945	0.12027451970528152
Eastern_Europe	Eastern_Africa	81.88617905896959	0.935501641150412
Eastern_Europe	Western_Africa	0.6968998001035391	0.1098767415704547
Eastern_Europe	Southern_Africa	0.46632144026481936	0.07629627929396103
Eastern_Europe	Micronesia	0.6653285835424944	0.10542382996304542
Eastern_Europe	Melanesia	0.7342447814660265	0.11508710721417587
Northern_Africa	Eastern_Africa	0.4920968771399257	0.08017536208598251
Northern_Africa	Western_Africa	1.0361598086787667	0.15507149907039733
Northern_Africa	Southern_Africa	0.725651204292914	0.11389354327816925
Northern_Africa	Micronesia	1.0507127906781706	0.15690775127963827
Northern_Africa	Melanesia	1.0383387221620954	0.15534693690178347
Eastern_Africa	Western_Africa	0.5230373412405378	0.08478894576170037
Eastern_Africa	Southern_Africa	8778.79961341983	0.9993573117267657
Eastern_Africa	Micronesia	0.4622235138203915	0.07567654417334221
Eastern_Africa	Melanesia	0.5834963863997376	0.09367181582390341
Western_Africa	Southern_Africa	0.7742097317160527	0.12059586384189869
Western_Africa	Micronesia	1.0457940773537713	0.15628801615901944
Western_Africa	Melanesia	1.0706435598952486	0.15940964491472903
Southern_Africa	Micronesia	0.7352378400302009	0.11522482612986894
Southern_Africa	Melanesia	0.6611212578440845	0.10482704799504212
Micronesia	Melanesia	1.054178444479115	0.157343861179333
